OrbitalSpeed;SurfaceSpeed;TerminalVelocity;Altitude;Mass
1507.9752782348642;1501.7556415397155;inf;131077.52849985217;7458.0830078125
1501.1517357369767;1494.968503976174;inf;132604.4328962291;7458.0830078125
1494.4876260103567;1488.3403849390354;inf;134124.52336464694;7458.0830078125
1487.8511563627549;1481.7401890049928;inf;135637.828026379;7458.0830078125
1481.242036058966;1475.1676254087313;inf;137144.3747069796;7458.0830078125
1474.6599784732446;1468.6224075201987;inf;138644.19093782408;7458.0830078125
1468.1047011198486;1462.1042528458595;inf;140137.30396040995;7458.0830078125
1461.5759254575983;1455.6128828841506;inf;141623.74072966736;7458.0830078125
1455.2006274214368;1449.2745318876268;inf;143074.57623046276;7458.0830078125
1448.7235287097428;1442.835399507862;inf;144547.8698521488;7458.0830078125
1442.2721244843501;1436.422244820409;inf;146014.5659027783;7458.0830078125
1435.8461513278535;1430.0348045046633;inf;147474.69023982575;7458.0830078125
1429.4453494909146;1423.6728189421347;inf;148928.26845473575;7458.0830078125
1423.069462830928;1417.3360321159164;inf;150375.3258738448;7458.0830078125
1416.7182385755266;1411.0241914150874;inf;151815.88756602595;7458.0830078125
1410.391427508089;1404.7370478113546;inf;153249.9783435854;7458.0830078125
1404.0887838094188;1398.4743556737137;inf;154677.62276717776;7458.0830078125
1397.810064912374;1392.2358726640464;inf;156098.84514757793;7458.0830078125
1391.6774530510081;1386.1429840005223;inf;157485.98923860595;7458.0830078125
1385.4454114808414;1379.9517421179796;inf;158894.5642421404;7458.0830078125
1379.236590956663;1373.7840063777294;inf;160296.78821392998;7458.0830078125
1373.0507614519288;1367.639547041642;inf;161692.68450797175;7458.0830078125
1366.8876961623394;1361.5181376350413;inf;163082.27624147246;7458.0830078125
1360.7471712106144;1355.4195546214646;inf;164465.58630355506;7458.0830078125
1354.6289656371143;1349.3435774095856;inf;165842.63735748222;7458.0830078125
1348.5328612838105;1343.2899882169036;inf;167213.4518394631;7458.0830078125
1342.57753629949;1337.3766235704115;inf;168551.3546921683;7458.0830078125
1336.5245685417126;1331.366740165284;inf;169909.88367253914;7458.0830078125
1330.4930686894081;1325.378612735829;inf;171262.2416542084;7458.0830078125
1324.4828296869541;1319.4120347009136;inf;172608.450211028;7458.0830078125
1318.4936470024345;1313.466802014411;inf;173974.74567999365;7458.0830078125
1312.4084999374397;1307.42676483863;inf;175308.59973785304;7458.0830078125
1306.4612300342487;1301.524030267398;inf;176636.36825040414;7458.0830078125
1300.5344147519731;1295.6420409805723;inf;177958.07196137425;7458.0830078125
1294.7434811153687;1289.8953371214484;inf;179247.992137932;7458.0830078125
1288.8566030485308;1284.0538624106164;inf;180557.7456050096;7458.0830078125
1283.1044569433461;1278.346513315284;inf;181835.98879288894;7458.0830078125
1277.2567729187479;1272.5448124748214;inf;183133.8710692192;7458.0830078125
1271.542694766381;1266.8761010854757;inf;184400.5140369672;7458.0830078125
1265.733479777226;1261.113451791666;inf;185686.60268687992;7458.0830078125
1260.0567674807007;1255.4826787103536;inf;186941.72076213488;7458.0830078125
1254.2853139963672;1249.758376267104;inf;188216.09189752862;7458.0830078125
1248.5326648140397;1244.053174845701;inf;189484.57473758212;7458.0830078125
1242.798646051457;1238.3669013696124;inf;190747.18814773706;7458.0830078125
1237.0830858476083;1232.6993848024651;inf;192003.9508161595;7458.0830078125
1231.3858145215713;1227.0504563168793;inf;193254.8812556559;7458.0830078125
1225.7066643337737;1221.4199490690633;inf;194499.9978068748;7458.0830078125
1220.0454696129673;1215.8076982818554;inf;195739.31863885082;7458.0830078125
1214.4020665646512;1210.213541099438;inf;196972.861752567;7458.0830078125
1208.7762934958037;1204.637316800358;inf;198200.64497908996;7458.0830078125
1203.1679904610648;1199.078866411257;inf;199422.68598739756;7458.0830078125
1197.5769995301068;1193.5380330436703;inf;200639.00228163518;7458.0830078125
1192.0031645646955;1188.0146616122393;inf;201849.61120621953;7458.0830078125
1186.446331237279;1182.5085988573499;inf;203054.52994317014;7458.0830078125
1180.9063470906801;1177.0196934293251;inf;204253.77552095603;7458.0830078125
1175.3830613687737;1171.547795717657;inf;205447.3648079281;7458.0830078125
1169.8763250316106;1166.0927578449916;inf;206635.31452031434;7458.0830078125
1164.3859908552788;1160.654433796107;inf;207817.6412230268;7458.0830078125
1158.9119132428555;1155.232679199938;inf;208994.36132712453;7458.0830078125
1153.4539483687654;1149.8273514934097;inf;210165.49109622324;7458.0830078125
1148.0119538646582;1144.438309605568;inf;211331.04664883495;7458.0830078125
1142.5857890583145;1139.0654141928858;inf;212491.04395385424;7458.0830078125
1137.1753149820038;1133.7085276528132;inf;213645.49883728346;7458.0830078125
1131.7803941683324;1128.3675139134793;inf;214794.42698413448;7458.0830078125
1126.5062237535633;1123.1465051499354;inf;215915.47686853213;7458.0830078125
1121.1417046792787;1117.8365302172797;inf;217053.5056424007;7458.0830078125
1115.7923381603844;1112.5420317443832;inf;218186.05358886276;7458.0830078125
1110.4579927872342;1107.262879853695;inf;219401.30373913026;7458.0830078125
1104.7219525109863;1101.5867285067495;inf;220522.50841979554;7458.0830078125
1099.4184134141622;1096.3390643773785;inf;221638.27842345112;7458.0830078125
1094.1294999373551;1091.1063562741563;inf;222748.62847103726;7458.0830078125
1088.8550864218714;1085.8884802237797;inf;223853.5731508335;7458.0830078125
1083.5950487344915;1080.6853138294268;inf;224953.1269225116;7458.0830078125
1078.349263954703;1075.4967359373525;inf;226047.304117337;7458.0830078125
1073.117610632857;1070.3226269108884;inf;227136.1189406889;7458.0830078125
1068.0021412962878;1065.2639028681704;inf;228198.39234612964;7458.0830078125
1062.7981202403123;1060.118099787313;inf;229276.62899777305;7458.0830078125
1057.7095140549168;1055.0869030599247;inf;230328.5583628948;7458.0830078125
1052.5326640134485;1049.9689522676194;inf;231396.27110595466;7458.0830078125
1047.3693619003943;1044.8648964040842;inf;232458.6901119632;7458.0830078125
1042.219493758995;1039.7746235783936;inf;233515.82885934913;7458.0830078125
1037.0829469500693;1034.6980232527876;inf;234567.7007041762;7458.0830078125
1031.9596100951335;1029.6349862208413;inf;235614.3188876399;7458.0830078125
1026.849372935028;1024.585404425971;inf;236655.69653498766;7458.0830078125
1021.7521264580593;1019.5491711033931;inf;237691.84665614914;7458.0830078125
1016.6677626429099;1014.5261805280098;inf;238722.78215045528;7458.0830078125
1011.5961747866659;1009.516328361399;inf;239748.5158021151;7458.0830078125
1006.537257253789;1004.5195113613036;inf;240769.06028589932;7458.0830078125
1001.589733451406;999.633226976692;inf;241764.5686678188;7458.0830078125
996.5556008153685;994.6619247046276;inf;242774.87353617698;7458.0830078125
991.53383025811;989.7033568255267;inf;243780.02636179526;7458.0830078125
986.5243205746507;984.757424751107;inf;244780.03938687243;7458.0830078125
981.5269715352264;979.8240309192599;inf;245774.92474913388;7458.0830078125
976.5416840234041;974.9030789312034;inf;246764.6944795529;7458.0830078125
971.5683599699038;969.994473519665;inf;247749.36050485284;7458.0830078125
966.6069022875893;965.0981204296719;inf;248728.93465226528;7458.0830078125
961.6596417748405;960.220720413548;inf;249703.42884092336;7457.91650390625
956.774213598732;955.4574091894503;inf;250672.8978983278;7455.82080078125
951.8006161753492;950.5632627373784;inf;251637.35466172243;7453.80029296875
946.8079600507672;945.6314925000678;inf;252596.6818603134;7452.470703125
941.7993175967363;940.6900527109487;inf;253550.87729958352;7451.244140625
936.8011974711361;935.7653561756202;inf;254499.9435974172;7450.4716796875
931.8706626202836;930.9064768193246;inf;255443.92303317413;7450.17138671875
927.0085344977314;926.1127854137609;inf;256382.8754458517;7450.0556640625
922.17067744669;921.343901590791;inf;257316.8617034409;7449.97607421875
917.4067846468898;916.6483283089494;inf;258227.70578997186;7449.92578125
912.5614829083423;911.8730877221673;inf;259151.83207337616;7449.90087890625
901.1475151223901;900.6265218802486;inf;261320.67819088127;7449.88720703125
857.746250062463;857.8932053210889;inf;269414.09758716065;7449.88720703125
811.0897337291261;812.0150044164191;inf;277827.2781637958;7449.88720703125
765.34760429071;767.1042497276918;inf;285765.4297157255;7449.88720703125
720.4557509790111;723.1033558606159;inf;293237.01579627115;7449.88720703125
676.3572518193535;679.9634930531221;inf;300249.79747306753;7449.88720703125
633.002309830888;637.6449566738746;inf;306810.8843227201;7449.88720703125
590.3484987592885;596.1179933593199;inf;312926.77933085465;7449.88720703125
548.361416884599;555.3642391572114;inf;318603.41856894596;7449.88720703125
507.015915520256;515.3790157206892;inf;323846.2060955592;7449.88720703125
466.2981827553797;476.17487452056866;inf;328660.04483834736;7449.88720703125
426.20916108071924;437.78701081851995;inf;333049.36373294017;7449.88720703125
386.7701344382269;400.28154776795424;inf;337018.1415778182;7449.88720703125
348.0319860862771;363.76831053754927;inf;340569.92801335733;7449.88720703125
310.09091358029474;328.4207060432487;inf;343707.8617196799;7449.88720703125
273.11594119116825;294.50682875179;inf;346434.6862709677;7449.88720703125
239.8250920573561;264.5897083523067;inf;348605.2221592261;7449.88720703125
230.8099846412402;256.6167270628121;inf;349146.06538295967;7449.88671875
227.35906424852863;253.58153462671837;inf;349347.7708051854;7449.88671875
223.92751684483628;250.57312205353094;inf;349545.41405988694;7449.88671875
220.51612577219407;247.59235740069442;inf;349738.996835934;7449.88671875
217.12572092221382;244.64014440953605;inf;349928.52078559855;7449.88671875
213.75718141351456;241.7174232830373;inf;350113.9875247921;7449.88671875
210.4768164457332;238.88158368285391;inf;350291.8805270165;7449.88671875
207.1543819949689;236.02019187985127;inf;350469.3170306666;7449.88671875
203.85675702447568;233.1913226057755;inf;350642.70093219203;7449.88671875
200.58504931926595;230.39607269483787;inf;350812.0337063174;7449.88671875
197.34043306260477;227.6355808449122;inf;350977.31679381325;7449.88671875
194.12415282269004;224.91102828287984;inf;351138.551599597;7449.88671875
190.93752783668518;222.22363982269857;inf;351295.7394926901;7449.88671875
187.78193942755001;219.57466803894317;inf;351448.8817896062;7449.88623046875
184.6589026275881;216.96545896245823;inf;351597.9798071622;7449.88623046875
181.5699700907235;214.39735454013731;inf;351743.0348119446;7449.88623046875
178.51680409836112;211.87175815565533;inf;351884.0480358873;7449.88623046875
175.50116457329392;209.39011823583544;inf;352021.0206725787;7449.88623046875
172.5249139999329;206.95392799892792;inf;352153.9538826203;7449.88623046875
169.5900221775038;204.56472487130358;inf;352282.84879057866;7449.88623046875
176.68365171680912;190.87532323197104;inf;352407.6602173018;7415.14990234375
199.66726627742634;163.30259083247995;inf;352528.03976048715;7334.625
225.61465950994585;138.13236250887763;inf;352643.9266255193;7254.1005859375
253.76897499785954;117.23508031507556;inf;352755.33132133237;7173.57568359375
283.61819998145285;103.61288968218524;inf;352862.27041946107;7093.05126953125
314.814938512842;100.67314139396237;inf;352964.77100946824;7012.5263671875
346.4774164726546;109.37262105605585;inf;353060.98237724963;6933.58056640625
379.71057942344777;127.96248690079894;inf;353154.78189608175;6853.05615234375
413.77859910036636;153.13221887490286;inf;353244.2358492778;6772.53173828125
448.60234516369917;182.43266710322376;inf;353329.38696721;6692.00732421875
484.12499835959414;214.40189983981142;inf;353410.28364321403;6611.48193359375
520.306536199751;248.21436753217;inf;353486.97579659324;6530.95751953125
557.1199553219649;283.3990542539977;inf;353559.51757539646;6450.43310546875
594.5472619849527;319.6777635698935;inf;353627.9713278485;6369.908203125
631.8252698781877;356.1423031804104;inf;353691.1809807208;6290.96240234375
670.4385234835024;394.14557089820335;inf;353751.7466092908;6210.43798828125
709.6451310801882;432.89891524534295;inf;353808.4427634885;6129.9130859375
749.4462467091143;472.3594051649462;inf;353861.35550694994;6049.38818359375
789.8455502742975;512.5003203620861;inf;353910.5785217051;5968.86376953125
830.8489685337281;553.3062271501794;inf;353956.2110677853;5888.33935546875
872.464565561234;594.769965684489;inf;353998.35896163865;5807.814453125
914.702186116258;636.8903161266663;inf;354037.1367848349;5727.28955078125
957.5731478242722;679.6704058572709;inf;354072.6676256587;5646.7646484375
1001.0902040882767;723.1168717117864;inf;354105.0818927471;5566.240234375
1045.267516696881;767.2392731959459;inf;354134.51821255917;5485.71533203125
1090.1205768995005;812.0495922721957;inf;354161.1250521897;5405.19091796875
1135.6660879369767;857.5618264031168;inf;354185.0607522067;5324.666015625
1181.922005267314;903.7918380067301;inf;354206.49293625273;5244.1416015625
1228.9075458987909;950.7572175991634;inf;354225.5993197559;5163.61669921875
1276.6432103477741;998.477190655532;inf;354242.56909894035;5083.09228515625
1325.1507740373206;1046.9725273268743;inf;354257.6031681738;5002.5673828125
1374.4533441919198;1096.265544184676;inf;354270.9138514872;4922.04248046875
1424.5754206165109;1146.3801171485234;inf;354282.725904656;4841.51806640625
1475.5429423439407;1197.3416897995805;inf;354293.2777339306;4760.99365234375
1527.3833731958284;1249.1773341293115;inf;354302.8216811451;4680.46875
1580.1257489321158;1301.9157781289118;inf;354311.6242975091;4599.94384765625
1633.800795675753;1355.5875057802507;inf;354319.9675630155;4519.41943359375
1688.4410391225963;1410.2248528664154;inf;354328.150032346;4438.89453125
1744.08093325054;1465.8621262754955;inf;354336.48728680075;4358.3701171875
1799.6354522569768;1521.4142356112486;inf;354345.13240764197;4279.42431640625
1857.3647699220764;1579.1411762694715;inf;354354.77720559796;4198.8994140625
1916.2090186725047;1637.9830685352179;inf;354365.6267518385;4118.375
1919.684856401414;1641.4556890052147;inf;354376.820171459;4113.63818359375
1919.661354930977;1641.4287793239318;inf;354388.45597558643;4113.63818359375
1919.63788764194;1641.4019086550027;inf;354400.0749800508;4113.63818359375
1919.6144546522137;1641.3750771305215;inf;354411.6771370128;4113.63818359375
1919.5915145451972;1641.348809844;inf;354423.0353992145;4113.63818359375
1919.5681498051322;1641.322056206912;inf;354434.6040486024;4113.63818359375
1919.5448196535162;1641.2953420461738;inf;354446.1557068501;4113.63818359375
1919.521524197857;1641.2686674837971;inf;354457.69032487844;4113.63818359375
1919.4982635384092;1641.2420326340539;inf;354469.2078554941;4113.63818359375
1920.3817003726138;1642.122088686502;inf;354480.89212221676;551.0
1920.3584124302522;1642.0954244696647;inf;354492.4288946007;551.0
1920.3351519029661;1642.0687915112153;inf;354503.9522290721;551.0
1920.3119188700766;1642.0421899047578;inf;354515.46207745234;551.0
1920.2887134181203;1642.015619751008;inf;354526.9583917842;551.0
1920.2655356676448;1641.9890811848445;inf;354538.4411235589;551.0
1920.2423857275828;1641.9625743293802;inf;354549.91022503015;551.0
1920.21926366389;1641.9360992648126;inf;354561.3656481501;551.0
1920.1961695652085;1641.9096560939627;inf;354572.80734498345;551.0
1920.1731035456178;1641.8832449450633;inf;354584.2352678848;551.0
1920.150065715675;1641.8568659428277;inf;354595.6493690016;551.0
1920.1270561363663;1641.8305191624602;inf;354607.04960044415;551.0
1920.1049756219954;1641.8052360714323;inf;354617.9896553372;551.0
1920.0820217560795;1641.7789528319843;inf;354629.362553476;551.0
1920.0590964442135;1641.7527021595022;inf;354640.72144134925;551.0
1920.0361997704929;1641.7264841522106;inf;354652.0662712051;551.0
1920.013779956279;1641.700812051511;inf;354663.1749605568;551.0
1919.9909402863361;1641.6746590645482;inf;354674.4918102686;551.0
1919.9681295512416;1641.6485390813066;inf;354685.79446095007;551.0
1919.9453478327744;1641.6224521975766;inf;354697.08286539826;551.0
1919.9225952222796;1641.5963985186684;inf;354708.3569764652;551.0
1919.8998718302578;1641.5703781690668;inf;354719.61674702563;551.0
1919.8771777392967;1641.5443912453316;inf;354730.86212999665;551.0
1919.8545130313275;1641.5184378433619;inf;354742.09307827346;551.0
