OrbitalSpeed;SurfaceSpeed;TerminalVelocity;Altitude;Mass;Thrust
128.2163474466378;151.104207339336;inf;348550.5506789839;7414.18701171875;240000.0
160.66051947396957;117.65987131240855;inf;348568.2441003785;7333.662109375;240000.0
193.8179486768918;83.86094846781235;inf;348581.6924685772;7253.1376953125;240000.0
227.54689528591445;49.717825680807294;inf;348590.9104129848;7172.6123046875;240000.0
261.78057204994025;15.41126981899614;inf;348595.9171711056;7092.087890625;240000.0
296.48562533558726;20.21657687978554;inf;348596.74038641003;7011.56298828125;240000.0
331.6457281071923;55.388572866198786;inf;348593.41240149154;6931.03857421875;240000.0
367.2541975560832;91.11022834813684;inf;348585.96655978286;6850.513671875;240000.0
403.3100239342263;127.27110465203795;inf;348574.43974079296;6769.98876953125;240000.0
439.8156963230467;163.86569541984215;inf;348558.8763151349;6689.46484375;240000.0
476.77624696568625;200.90008448549253;inf;348539.3271081977;6608.93994140625;240000.0
514.1986007750062;238.38352472187773;inf;348515.8461726655;6528.4150390625;240000.0
552.0909569374946;276.32625903445603;inf;348488.4914073427;6447.890625;240000.0
590.4624986317687;314.7391087420257;inf;348457.32770806365;6367.36572265625;240000.0
629.3234023444843;353.63370313689404;inf;348422.4273689365;6286.84130859375;240000.0
668.6847868671542;393.02243987097813;inf;348383.8678988569;6206.31640625;240000.0
708.558475574312;432.9181305958666;inf;348341.73171663994;6125.7919921875;240000.0
748.159647665695;472.5363907581239;inf;348297.03591001325;6046.845703125;240000.0
